project_full_name,fix_commit_hash,buggy_commit_hash,bug_id,bug_type,buggy_file_path,action
quantumlib/Cirq,7c8c959e5e4b90f857cd1539279c51d30224033c,7c8c959e5e4b90f857cd1539279c51d30224033c^1,1518,Classical,cirq/protocols/json_serialization.py,M
quantumlib/Cirq,7c8c959e5e4b90f857cd1539279c51d30224033c,7c8c959e5e4b90f857cd1539279c51d30224033c^1,1518,Classical,cirq/study/result.py,M
quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba,00f29904c6de484c6bd273fdca47bc80a0f84eba^1,1537,Classical,.github/workflows/ci.yml,M
quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba,00f29904c6de484c6bd273fdca47bc80a0f84eba^1,1537,Classical,dev_tools/conf/mypy.ini,M
quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba,00f29904c6de484c6bd273fdca47bc80a0f84eba^1,1537,Classical,dev_tools/conf/pip-list-dev-tools.txt,M
quantumlib/Cirq,00f29904c6de484c6bd273fdca47bc80a0f84eba,00f29904c6de484c6bd273fdca47bc80a0f84eba^1,1537,Classical,docs/transform.ipynb,M
PennyLaneAI/pennylane,614db57b02536bb09fbfbae853ceff8878b928af,614db57b02536bb09fbfbae853ceff8878b928af^1,154,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,614db57b02536bb09fbfbae853ceff8878b928af,614db57b02536bb09fbfbae853ceff8878b928af^1,154,Quantum,pennylane/interfaces/torch.py,M
quantumlib/Cirq,18c97b3fc3f776a830b25871aabc2b6b1255b301,18c97b3fc3f776a830b25871aabc2b6b1255b301^1,1555,Classical,cirq/ionq/results.py,M
PennyLaneAI/pennylane,a5b9b23952b7cad3528d0b64f1084d0e40b563ab,a5b9b23952b7cad3528d0b64f1084d0e40b563ab^1,156,Classical,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,a5b9b23952b7cad3528d0b64f1084d0e40b563ab,a5b9b23952b7cad3528d0b64f1084d0e40b563ab^1,156,Classical,pennylane/ops/qubit.py,M
PennyLaneAI/pennylane,a5b9b23952b7cad3528d0b64f1084d0e40b563ab,a5b9b23952b7cad3528d0b64f1084d0e40b563ab^1,156,Classical,pennylane/transforms/adjoint.py,M
quantumlib/Cirq,51dc09663cc862b7a964aaab2c59952737a44b7b,51dc09663cc862b7a964aaab2c59952737a44b7b^1,1571,Classical,cirq/_compat.py,M
PennyLaneAI/pennylane,c9745b96717854aeba77ba9b43e8144115f63a28,c9745b96717854aeba77ba9b43e8144115f63a28^1,159,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,c9745b96717854aeba77ba9b43e8144115f63a28,c9745b96717854aeba77ba9b43e8144115f63a28^1,159,Quantum,pennylane/tape/tape.py,M
Qiskit/qiskit-ignis,838bc0f750d63b4ea14789fd174f9a10f51f61c2,838bc0f750d63b4ea14789fd174f9a10f51f61c2^1,16,Quantum,qiskit/ignis/verification/entanglement/analysis.py,M
PennyLaneAI/pennylane,382b4f58b3c22cc2cfbb84205087733228b54807,382b4f58b3c22cc2cfbb84205087733228b54807^1,160,Quantum,.github/CHANGELOG.md,M
PennyLaneAI/pennylane,382b4f58b3c22cc2cfbb84205087733228b54807,382b4f58b3c22cc2cfbb84205087733228b54807^1,160,Quantum,pennylane/transforms/hamiltonian_expand.py,M
quantumlib/Cirq,504bdbb9bb30249d85ecf7ba199b047150ee33f3,504bdbb9bb30249d85ecf7ba199b047150ee33f3^1,1612,Quantum,cirq-core/cirq/optimizers/merge_interactions.py,M
aws/amazon-braket-sdk-python,ab63ab5fd81d1432f178d6ec3c3a061adfe62145,ab63ab5fd81d1432f178d6ec3c3a061adfe62145^1,1633,Quantum,src/braket/circuits/ascii_circuit_diagram.py,M
aws/amazon-braket-sdk-python,ab63ab5fd81d1432f178d6ec3c3a061adfe62145,ab63ab5fd81d1432f178d6ec3c3a061adfe62145^1,1633,Quantum,src/braket/circuits/moments.py,M
aws/amazon-braket-sdk-python,29ccb5a17dbc05e2a5f8e9e5da23b9410eec1fbe,29ccb5a17dbc05e2a5f8e9e5da23b9410eec1fbe^1,1651,Quantum,src/braket/circuits/circuit.py,M
aws/amazon-braket-sdk-python,ef5e18ea5c88b5ee30d8012c790e06c78da810a8,ef5e18ea5c88b5ee30d8012c790e06c78da810a8^1,1652,Classical,src/braket/aws/aws_quantum_task.py,M
aws/amazon-braket-sdk-python,bf724236a3fcfdc5bab1a3dddf28e983cbf90038,bf724236a3fcfdc5bab1a3dddf28e983cbf90038^1,1659,Classical,README.md,M
aws/amazon-braket-sdk-python,bf724236a3fcfdc5bab1a3dddf28e983cbf90038,bf724236a3fcfdc5bab1a3dddf28e983cbf90038^1,1659,Classical,src/braket/aws/aws_device.py,M
aws/amazon-braket-sdk-python,5164b39363dd2d8d46152953e066c33789babe8c,5164b39363dd2d8d46152953e066c33789babe8c^1,1660,Classical,src/braket/aws/aws_device.py,M
aws/amazon-braket-sdk-python,baaccfd47b4ca6a015e6446b580aef3584fede3d,baaccfd47b4ca6a015e6446b580aef3584fede3d^1,1663,Classical,src/braket/aws/aws_quantum_task.py,M
aws/amazon-braket-sdk-python,ba4cea0217ea96ea825533c6af01f24647bbda90,ba4cea0217ea96ea825533c6af01f24647bbda90^1,1667,Quantum,CODEOWNERS,M
aws/amazon-braket-sdk-python,ba4cea0217ea96ea825533c6af01f24647bbda90,ba4cea0217ea96ea825533c6af01f24647bbda90^1,1667,Quantum,src/braket/aws/aws_device.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/angled_gate.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/gate.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/gates.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/noise.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/noise_helpers.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/noises.py,M
aws/amazon-braket-sdk-python,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b,9bdf26cb7e8a0973fe33e880cf0623189a33fe6b^1,1678,Quantum,src/braket/circuits/quantum_operator.py,M
aws/amazon-braket-sdk-python,74905c286284164d7a1e05c8c0775474dd093b9b,74905c286284164d7a1e05c8c0775474dd093b9b^1,1680,Classical,src/braket/circuits/observable.py,M
aws/amazon-braket-sdk-python,74905c286284164d7a1e05c8c0775474dd093b9b,74905c286284164d7a1e05c8c0775474dd093b9b^1,1680,Classical,src/braket/circuits/observables.py,M
aws/amazon-braket-sdk-python,cc704fa77d1570729f887a230ef9fc60bcff8df5,cc704fa77d1570729f887a230ef9fc60bcff8df5^1,1682,Classical,src/braket/circuits/circuit.py,M
aws/amazon-braket-sdk-python,cc704fa77d1570729f887a230ef9fc60bcff8df5,cc704fa77d1570729f887a230ef9fc60bcff8df5^1,1682,Classical,src/braket/circuits/instruction.py,M
aws/amazon-braket-sdk-python,cc704fa77d1570729f887a230ef9fc60bcff8df5,cc704fa77d1570729f887a230ef9fc60bcff8df5^1,1682,Classical,src/braket/circuits/moments.py,M
aws/amazon-braket-sdk-python,cc704fa77d1570729f887a230ef9fc60bcff8df5,cc704fa77d1570729f887a230ef9fc60bcff8df5^1,1682,Classical,src/braket/circuits/result_type.py,M
unitaryfund/mitiq,1d9640d6be47cd575034e243cfa12e8668cfc9ad,1d9640d6be47cd575034e243cfa12e8668cfc9ad^1,1685,Classical,mitiq/folding_cirq.py,M
unitaryfund/mitiq,1d9640d6be47cd575034e243cfa12e8668cfc9ad,1d9640d6be47cd575034e243cfa12e8668cfc9ad^1,1685,Classical,mitiq/folding_pyquil.py,M
unitaryfund/mitiq,5fc12d5e4688ba4006eb4a733379b61c0e9c2b45,5fc12d5e4688ba4006eb4a733379b61c0e9c2b45^1,1687,Quantum,docs/source/guide/guide-folding.rst,M
unitaryfund/mitiq,5fc12d5e4688ba4006eb4a733379b61c0e9c2b45,5fc12d5e4688ba4006eb4a733379b61c0e9c2b45^1,1687,Quantum,mitiq/folding.py,M
unitaryfund/mitiq,ce91935c9cc3107eb49f5aad32ded6bf689b777a,ce91935c9cc3107eb49f5aad32ded6bf689b777a^1,1688,Quantum,mitiq/benchmarks/maxcut.py,M
unitaryfund/mitiq,03e0d069752a1c92027b5988428ad08249bdd68b,03e0d069752a1c92027b5988428ad08249bdd68b^1,1697,Classical,docs/source/guide/guide-getting-started.rst,M
unitaryfund/mitiq,4d260bd6545c20f3b1fefc2c843fb67d1296cb45,4d260bd6545c20f3b1fefc2c843fb67d1296cb45^1,1702,Quantum,mitiq/zne/scaling/folding.py,M
unitaryfund/mitiq,6f66672740d1322995916dbeb1ffc2f94403baac,6f66672740d1322995916dbeb1ffc2f94403baac^1,1705,Classical,CHANGELOG.md,M
unitaryfund/mitiq,6f66672740d1322995916dbeb1ffc2f94403baac,6f66672740d1322995916dbeb1ffc2f94403baac^1,1705,Classical,mitiq/_about.py,M
aspuru-guzik-group/tequila,d08a1ab5af20263cd2985036ac14e2ed127894a3,d08a1ab5af20263cd2985036ac14e2ed127894a3^1,1721,Classical,src/tequila/hamiltonian/qubit_hamiltonian.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,requirements.txt,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/hamiltonian/qubit_hamiltonian.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/__init__.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/_containers.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/optimizer_base.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/optimizer_gd.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/optimizer_gpyopt.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/optimizer_phoenics.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/optimizers/optimizer_scipy.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/quantumchemistry/psi4_interface.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_api.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_base.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_cirq.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_pyquil.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_qiskit.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/simulators/simulator_qulacs.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,src/tequila/tools/qng.py,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,tutorials/FAQ.ipynb,M
aspuru-guzik-group/tequila,fd69d263e63ab8a7e05dfcb2776d486f2b964d07,fd69d263e63ab8a7e05dfcb2776d486f2b964d07^1,1722,Quantum,tutorials/Optimizer_Tutorial.ipynb,M
aspuru-guzik-group/tequila,30eba3a9bfcdf2062a2f7808c520d1a7c4bd1236,30eba3a9bfcdf2062a2f7808c520d1a7c4bd1236^1,1723,Quantum,src/tequila/simulators/simulator_qulacs.py,M
aspuru-guzik-group/tequila,7f5a90d27de533c48637a0399f482390b7d6c0a1,7f5a90d27de533c48637a0399f482390b7d6c0a1^1,1726,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,4c08588ab73c8a23537596a728a4b8f489ec4048^1,1727,Quantum,src/tequila/optimizers/__init__.py,M
aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,4c08588ab73c8a23537596a728a4b8f489ec4048^1,1727,Quantum,src/tequila/optimizers/optimizer_base.py,M
aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,4c08588ab73c8a23537596a728a4b8f489ec4048^1,1727,Quantum,src/tequila/quantumchemistry/psi4_interface.py,M
aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,4c08588ab73c8a23537596a728a4b8f489ec4048^1,1727,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,4c08588ab73c8a23537596a728a4b8f489ec4048,4c08588ab73c8a23537596a728a4b8f489ec4048^1,1727,Quantum,tutorials/Chemistry.ipynb,M
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7^1,1729,Quantum,src/tequila/simulators/simulator_base.py,M
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7^1,1729,Quantum,src/tequila/simulators/simulator_qiskit.py,M
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7^1,1729,Quantum,src/tequila/simulators/simulator_qulacs.py,M
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7^1,1729,Quantum,src/tequila/simulators/simulator_qulacs_gpu.py,M
aspuru-guzik-group/tequila,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7,2790f8ee8bc6564a3482d0d2176c743ab5b9e3d7^1,1729,Quantum,tutorials/Noise_tutorial.ipynb,M
aspuru-guzik-group/tequila,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd^1,1733,Quantum,src/tequila/quantumchemistry/psi4_interface.py,M
aspuru-guzik-group/tequila,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd^1,1733,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd,27ac6d02a4f7020a1fb2a2c5fa8562d77d1662fd^1,1733,Quantum,src/tequila/simulators/simulator_qiskit.py,M
aspuru-guzik-group/tequila,69c3d3fa43f4ebe79cc73cef79f3ee18677e2344,69c3d3fa43f4ebe79cc73cef79f3ee18677e2344^1,1734,Classical,src/tequila/simulators/simulator_qiskit.py,M
aspuru-guzik-group/tequila,2fab2353ed96acdc80bdc65eccac43031b98180b,2fab2353ed96acdc80bdc65eccac43031b98180b^1,1735,Classical,src/tequila/simulators/simulator_base.py,M
aspuru-guzik-group/tequila,2fab2353ed96acdc80bdc65eccac43031b98180b,2fab2353ed96acdc80bdc65eccac43031b98180b^1,1735,Classical,tutorials/Chemistry.ipynb,M
aspuru-guzik-group/tequila,2fab2353ed96acdc80bdc65eccac43031b98180b,2fab2353ed96acdc80bdc65eccac43031b98180b^1,1735,Classical,tutorials/Optimizer_Tutorial.ipynb,M
aspuru-guzik-group/tequila,a67fe808c165c5f30a30d9745cfb8155b47c7eca,a67fe808c165c5f30a30d9745cfb8155b47c7eca^1,1736,Quantum,src/tequila/wavefunction/qubit_wavefunction.py,M
aspuru-guzik-group/tequila,be70211e1b4cad4326f01f9b2f790643255a7aaa,be70211e1b4cad4326f01f9b2f790643255a7aaa^1,1738,Quantum,requirements.txt,M
aspuru-guzik-group/tequila,be70211e1b4cad4326f01f9b2f790643255a7aaa,be70211e1b4cad4326f01f9b2f790643255a7aaa^1,1738,Quantum,src/tequila/simulators/simulator_qibo.py,M
aspuru-guzik-group/tequila,be70211e1b4cad4326f01f9b2f790643255a7aaa,be70211e1b4cad4326f01f9b2f790643255a7aaa^1,1738,Quantum,src/tequila/utils/keymap.py,M
aspuru-guzik-group/tequila,4381d315ea1f0b17cbb68243f756d83b73d759d0,4381d315ea1f0b17cbb68243f756d83b73d759d0^1,1742,Quantum,.github/workflows/ci_backends.yml,M
aspuru-guzik-group/tequila,4381d315ea1f0b17cbb68243f756d83b73d759d0,4381d315ea1f0b17cbb68243f756d83b73d759d0^1,1742,Quantum,.github/workflows/ci_optimizers.yml,M
aspuru-guzik-group/tequila,4381d315ea1f0b17cbb68243f756d83b73d759d0,4381d315ea1f0b17cbb68243f756d83b73d759d0^1,1742,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,0637f83c354c70bac95acef5a41ffa7cf3c48e3b,0637f83c354c70bac95acef5a41ffa7cf3c48e3b^1,1744,Quantum,src/tequila/quantumchemistry/qc_base.py,M
aspuru-guzik-group/tequila,9b673ce6df5dc35eacb2f8a4bfae76ff5b243a86,9b673ce6df5dc35eacb2f8a4bfae76ff5b243a86^1,1745,Classical,src/tequila/quantumchemistry/qc_base.py,M
qulacs/qulacs,b5280ea22153bf0d8079f2fd59bb26c1eefcf9c3,b5280ea22153bf0d8079f2fd59bb26c1eefcf9c3^1,1750,Classical,CMakeLists.txt,M
qulacs/qulacs,93d44536cc8e58bc956cc64eccf27d0b61d68b9b,93d44536cc8e58bc956cc64eccf27d0b61d68b9b^1,1752,Classical,CMakeLists.txt,M
qulacs/qulacs,93d44536cc8e58bc956cc64eccf27d0b61d68b9b,93d44536cc8e58bc956cc64eccf27d0b61d68b9b^1,1752,Classical,build_gcc.sh,M
qulacs/qulacs,93d44536cc8e58bc956cc64eccf27d0b61d68b9b,93d44536cc8e58bc956cc64eccf27d0b61d68b9b^1,1752,Classical,setup.py,M
qulacs/qulacs,0e6c4b22678effed137333d376474c06207114e4,0e6c4b22678effed137333d376474c06207114e4^1,1762,Classical,python/cppsim_wrapper.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,python/cppsim_wrapper.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/circuit.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/circuit.hpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/observable.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/observable.hpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/pauli_operator.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/pauli_operator.hpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/simulator.cpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/cppsim/simulator.hpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/vqcsim/problem.hpp,M
qulacs/qulacs,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43,acc9cd6b7d1e87da9dc301c7a8b7a7c06bd8ee43^1,1763,Quantum,src/vqcsim/solver.hpp,M
qulacs/qulacs,969d1457316013a8719674226bed2e5553e2486a,969d1457316013a8719674226bed2e5553e2486a^1,1774,Classical,python/cppsim_wrapper.cpp,M
qulacs/qulacs,969d1457316013a8719674226bed2e5553e2486a,969d1457316013a8719674226bed2e5553e2486a^1,1774,Classical,src/cppsim/circuit.cpp,M
qulacs/qulacs,969d1457316013a8719674226bed2e5553e2486a,969d1457316013a8719674226bed2e5553e2486a^1,1774,Classical,src/cppsim/circuit.hpp,M
qulacs/qulacs,969d1457316013a8719674226bed2e5553e2486a,969d1457316013a8719674226bed2e5553e2486a^1,1774,Classical,src/vqcsim/parametric_circuit.cpp,M
qulacs/qulacs,969d1457316013a8719674226bed2e5553e2486a,969d1457316013a8719674226bed2e5553e2486a^1,1774,Classical,src/vqcsim/parametric_circuit.hpp,M
qulacs/qulacs,886e1893a7d5bf041c7c94bf5bb120bec01a64a4,886e1893a7d5bf041c7c94bf5bb120bec01a64a4^1,1775,Classical,src/cppsim/state.hpp,M
qulacs/qulacs,ee001c1a63842fea1a14b5d954d88765faff0355,ee001c1a63842fea1a14b5d954d88765faff0355^1,1780,Classical,python/cppsim_wrapper.cpp,M
qulacs/qulacs,ee001c1a63842fea1a14b5d954d88765faff0355,ee001c1a63842fea1a14b5d954d88765faff0355^1,1780,Classical,src/vqcsim/parametric_gate.hpp,M
qulacs/qulacs,2df908d4ea20bf47d0e07c18ed0a3ec7a5f17bf5,2df908d4ea20bf47d0e07c18ed0a3ec7a5f17bf5^1,1786,Classical,CMakeLists.txt,M
qulacs/qulacs,e44ed018d83c3d23ffa4309bcb9edb803845bcbf,e44ed018d83c3d23ffa4309bcb9edb803845bcbf^1,1797,Quantum,.travis.yml,M
qulacs/qulacs,e44ed018d83c3d23ffa4309bcb9edb803845bcbf,e44ed018d83c3d23ffa4309bcb9edb803845bcbf^1,1797,Quantum,src/cppsim/gate_matrix.cpp,M
qulacs/qulacs,e44ed018d83c3d23ffa4309bcb9edb803845bcbf,e44ed018d83c3d23ffa4309bcb9edb803845bcbf^1,1797,Quantum,src/cppsim/type.hpp,M
qulacs/qulacs,e44ed018d83c3d23ffa4309bcb9edb803845bcbf,e44ed018d83c3d23ffa4309bcb9edb803845bcbf^1,1797,Quantum,src/gpusim/update_ops_multi.cu,M
qulacs/qulacs,e6b55618d0955136a19b16cdd37a4fe5ff893d8b,e6b55618d0955136a19b16cdd37a4fe5ff893d8b^1,1803,Classical,setup_gpu.py,M
qulacs/qulacs,e6b55618d0955136a19b16cdd37a4fe5ff893d8b,e6b55618d0955136a19b16cdd37a4fe5ff893d8b^1,1803,Classical,setup_singlethread.py,M
qulacs/qulacs,3a22870a2217e756c4b73602930af0fc5d07c10b,3a22870a2217e756c4b73602930af0fc5d07c10b^1,1808,Classical,src/cppsim/general_quantum_operator.cpp,M
qulacs/qulacs,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef^1,1814,Quantum,src/cppsim/pauli_operator.cpp,M
qulacs/qulacs,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef^1,1814,Quantum,src/cppsim/pauli_operator.hpp,M
qulacs/qulacs,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef^1,1814-5,Quantum,src/cppsim/pauli_operator.cpp,M
qulacs/qulacs,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef,ae8299f5eae4c83b1741bb9c683802ceb49cf4ef^1,1814-5,Quantum,src/cppsim/pauli_operator.hpp,M
xanaduai/strawberryfields,dd7668c30c0e20730ea1d80cab91c7247e71af5f,dd7668c30c0e20730ea1d80cab91c7247e71af5f^1,1820,Quantum,doc/gallery/gallery.rst,M
xanaduai/strawberryfields,dd7668c30c0e20730ea1d80cab91c7247e71af5f,dd7668c30c0e20730ea1d80cab91c7247e71af5f^1,1820,Quantum,strawberryfields/backends/fockbackend/backend.py,M
xanaduai/strawberryfields,dd7668c30c0e20730ea1d80cab91c7247e71af5f,dd7668c30c0e20730ea1d80cab91c7247e71af5f^1,1820,Quantum,strawberryfields/backends/gaussianbackend/backend.py,M
xanaduai/strawberryfields,dd7668c30c0e20730ea1d80cab91c7247e71af5f,dd7668c30c0e20730ea1d80cab91c7247e71af5f^1,1820,Quantum,strawberryfields/backends/tfbackend/backend.py,M
xanaduai/strawberryfields,dd7668c30c0e20730ea1d80cab91c7247e71af5f,dd7668c30c0e20730ea1d80cab91c7247e71af5f^1,1820,Quantum,strawberryfields/backends/tfbackend/ops.py,M
